level,mean_num_toks,mean_tok_len,mean_char_dist,mean_tok_dist,mean_tok_jaccard
unmodified,26.18672222222222,4.295377628809873,0.0,0.0,1.0
character_level,34.469902777777776,3.541220453748783,13.561816666666669,10.436549999999995,0.5488682100601205
word_level,27.382495370370364,4.149831988220544,5.277111111111112,10.874972222222222,0.7957645419308719
