tokenizer,perturbation,mean_num_toks,mean_tok_len,mean_char_dist,mean_tok_dist,mean_tok_jaccard
intfloat/multilingual-e5-large-instruct,words_lemmatization,27.271,3.6606835099556307,3.3558333333333334,4.7595,0.8405937740976527
intfloat/multilingual-e5-large-instruct,words_position_swap,28.633333333333333,3.626210710128056,5.3021666666666665,15.385333333333334,0.887985459113606
intfloat/multilingual-e5-large-instruct,words_stemming,28.233166666666666,3.2633486620346046,8.5275,12.391833333333333,0.6404445769585
Alibaba-NLP/gte-Qwen2-7B-instruct,_none,26.189166666666665,4.705998027174086,0.0,0.0,1.0
Alibaba-NLP/gte-Qwen2-7B-instruct,characters_capitalization,58.784333333333336,2.0965846909323913,52.30016666666667,49.56783333333333,0.07257105488886856
Alibaba-NLP/gte-Qwen2-7B-instruct,characters_keyboard_insert,36.333,3.561807906494555,16.18166666666667,6.165,0.4598441925239508
Alibaba-NLP/gte-Qwen2-7B-instruct,characters_keyboard_replace,33.425333333333334,3.6848996768917788,12.4755,5.6306666666666665,0.5017974234106066
Alibaba-NLP/gte-Qwen2-7B-instruct,characters_neighbour_swap,32.3035,3.8152522172520005,10.839,8.965666666666667,0.5364203949444931
Alibaba-NLP/gte-Qwen2-7B-instruct,characters_ocr_error,30.065,4.099323687565829,6.567166666666667,2.6398333333333333,0.6613107714031824
Alibaba-NLP/gte-Qwen2-7B-instruct,characters_punctuation,32.007,4.0396371627039915,8.785666666666666,8.781333333333333,0.7495575994297933
Alibaba-NLP/gte-Qwen2-7B-instruct,characters_random_delete,29.587666666666667,3.9739193132273583,8.956666666666667,5.667166666666667,0.5570518001726384
Alibaba-NLP/gte-Qwen2-7B-instruct,characters_random_insert,35.68233333333333,3.614188160340785,14.2645,5.716833333333334,0.4938598086121068
Alibaba-NLP/gte-Qwen2-7B-instruct,characters_random_replace,34.22683333333333,3.6008541056967975,13.340666666666667,5.667166666666667,0.48884080177662476
Alibaba-NLP/gte-Qwen2-7B-instruct,characters_shift_key_miss,36.1135,3.4127450030228768,15.1905,5.564,0.47230229005179536
Alibaba-NLP/gte-Qwen2-7B-instruct,sentences_paraphrase,21.015959252971136,5.219422542493375,19.98030560271647,79.4672325976231,0.32747626095033044
Alibaba-NLP/gte-Qwen2-7B-instruct,words_clare,25.963,4.7283955372388915,3.139,14.2725,0.8183909771622333
Alibaba-NLP/gte-Qwen2-7B-instruct,words_duplication,28.672666666666668,4.7377758143644355,2.9615,12.953833333333334,0.953771850917347
Alibaba-NLP/gte-Qwen2-7B-instruct,words_joining,27.335833333333333,4.30786818278816,7.9285,5.486833333333333,0.6336856951128199
Alibaba-NLP/gte-Qwen2-7B-instruct,words_lemmatization,26.0455,4.57837886263142,3.186166666666667,4.7595,0.7954107253438851
Alibaba-NLP/gte-Qwen2-7B-instruct,words_position_swap,26.375,4.707684044233807,5.2123333333333335,15.385333333333334,0.8483042626674446
Alibaba-NLP/gte-Qwen2-7B-instruct,words_stemming,28.074333333333332,3.973392066300179,8.291166666666667,12.391833333333333,0.602180748483953
